id,lp,v,gtt,gtn,ggn,ts,tp,t48,t1,t2,p48,p1,p2,pexh,tic,mf,decay_coeff_comp,decay_coeff_turbine
197,7.18,21,39922.76,2690.96,9106.42,338.85,338.85,847.05,288,702.19,3,1,15.53,1.04,46.29,0.92,0.95,1
198,8.22,24,54249.73,3108.74,9421.17,471.79,471.79,953.72,288,740.35,3.66,1,18.59,1.04,64.99,1.29,0.95,1
199,6.21,18,41520.94,2673.42,8623.12,364.04,364.04,830.13,288,691.7,3.05,1,15.46,1.04,50.26,1.02,0.95,1
200,4.18,12,26122.22,2092.52,7802.83,225.49,225.49,709.04,288,635.47,2.28,1,11.64,1.03,37.81,0.7,0.95,1
201,2.12,6,4656.26,1367.92,6927.68,30.56,30.56,539.3,288,568.16,1.25,1,6.7,1.02,11.81,0.18,0.95,1
202,3.13,9,9302.27,1426.37,7290.49,65.55,65.55,599.18,288,588.12,1.43,1,7.65,1.02,17.53,0.27,0.95,1
203,4.15,12,14915.96,1619.53,7840.37,116.51,116.51,646.74,288,612.09,1.7,1,9.06,1.02,18.22,0.36,0.95,1
204,5.16,15,22054.96,1926.35,8401.1,178.49,178.49,709.46,288,641.17,2.07,1,10.94,1.03,25.5,0.51,0.95,1
205,6.15,18,30137.65,2303.21,8836.52,251.24,251.24,772.83,288,669.81,2.51,1,13.1,1.03,34.48,0.68,0.95,1
206,7.18,21,39922.61,2690.95,9107.06,338.81,338.81,846.03,288,702.02,3,1,15.51,1.04,46.21,0.91,0.95,1
207,8.22,24,54250.64,3108.8,9421.73,471.78,471.78,952.77,288,740.21,3.66,1,18.56,1.04,64.9,1.28,0.95,1
208,6.21,18,41550.47,2674.52,8625.06,364.11,364.11,830.13,288,691.75,3.05,1,15.45,1.04,50.2,1.02,0.95,1
209,4.18,12,26141.74,2093.6,7805.48,225.57,225.57,708.89,288,635.47,2.28,1,11.64,1.03,37.77,0.7,0.95,1
210,2.12,6,4674.74,1368.94,6930.95,30.62,30.62,539.15,288,568.15,1.25,1,6.7,1.02,11.79,0.18,0.95,1
211,3.13,9,9292.25,1426.35,7292.89,65.55,65.55,598.14,288,587.93,1.43,1,7.65,1.02,17.5,0.27,0.95,1
212,4.15,12,14916.1,1619.54,7842.22,116.51,116.51,645.88,288,611.93,1.7,1,9.05,1.02,18.18,0.36,0.95,1
213,5.16,15,22055.08,1926.35,8402.44,178.52,178.52,708.51,288,640.99,2.07,1,10.93,1.03,25.45,0.5,0.95,1
214,6.15,18,30137.65,2303.21,8837.33,251.24,251.24,771.83,288,669.62,2.5,1,13.09,1.03,34.41,0.68,0.95,1
215,7.18,21,39922.48,2690.95,9107.7,338.81,338.81,845,288,701.84,3,1,15.49,1.04,46.13,0.91,0.95,1
216,8.22,24,54250.09,3108.79,9422.25,471.64,471.64,951.82,288,740.06,3.66,1,18.54,1.04,64.81,1.28,0.95,1
217,6.21,18,41571.06,2675.24,8626.77,364.03,364.03,829.9,288,691.73,3.05,1,15.44,1.04,50.13,1.02,0.95,1
218,4.18,12,26051.54,2094.28,7807.87,225.48,225.48,705.76,288,635.01,2.28,1,11.61,1.03,37.63,0.69,0.95,1
219,2.12,6,4584.97,1369.63,6933.98,30.65,30.65,536.05,288,567.69,1.25,1,6.68,1.02,11.67,0.18,0.95,1
220,3.13,9,9181.48,1426.31,7295.25,65.54,65.54,594.36,288,587.33,1.43,1,7.62,1.02,17.37,0.26,0.95,1
221,4.15,12,14916.2,1619.54,7844.08,116.51,116.51,645.01,288,611.77,1.7,1,9.04,1.02,18.14,0.36,0.95,1
222,5.16,15,22055.16,1926.35,8403.77,178.52,178.52,707.55,288,640.81,2.07,1,10.92,1.03,25.39,0.5,0.95,1
223,6.15,18,30137.59,2303.21,8838.15,251.28,251.28,770.83,288,669.44,2.5,1,13.08,1.03,34.35,0.68,0.95,1
224,7.18,21,39922.36,2690.95,9108.35,338.87,338.87,843.98,288,701.66,3,1,15.48,1.04,46.05,0.91,0.95,1
225,8.22,24,54249.34,3108.78,9422.77,471.8,471.8,950.86,288,739.91,3.66,1,18.52,1.04,64.72,1.28,0.95,1
226,6.21,18,41626.51,2677.35,8629.41,364.26,364.26,830.71,288,691.92,3.05,1,15.43,1.04,50.07,1.02,0.95,1
227,4.18,12,26021.15,2096.49,7811.29,225.72,225.72,704.2,288,634.82,2.28,1,11.59,1.03,37.47,0.69,0.95,1
228,2.12,6,4555.25,1371.84,6938.04,30.79,30.79,534.51,288,567.49,1.25,1,6.67,1.02,11.53,0.18,0.95,1
229,3.13,9,9095.66,1426.41,7297.71,65.56,65.56,591.1,288,586.8,1.43,1,7.6,1.02,17.22,0.26,0.95,1
230,4.15,12,14916.4,1619.54,7845.94,116.52,116.52,644.15,288,611.61,1.7,1,9.03,1.02,18.1,0.36,0.95,1
231,5.16,15,22055.37,1926.35,8405.11,178.5,178.5,706.6,288,640.62,2.07,1,10.91,1.03,25.34,0.5,0.95,1
232,6.15,18,30137.71,2303.21,8838.97,251.25,251.25,769.83,288,669.25,2.5,1,13.06,1.03,34.28,0.68,0.95,1
233,7.18,21,39922.29,2690.94,9108.99,338.79,338.79,842.97,288,701.49,3,1,15.46,1.04,45.97,0.91,0.95,1
234,8.22,24,54248.7,3108.78,9423.29,471.68,471.68,949.91,288,739.77,3.66,1,18.5,1.04,64.63,1.28,0.95,1
235,6.21,18,41389.38,2659.94,8596.15,363.19,363.19,832.73,288,691.57,3.04,1,15.41,1.04,55.73,1.03,0.95,0.99
236,4.18,12,26710,2089.1,7762.06,226.54,226.54,735.58,288,639.43,2.3,1,11.8,1.03,39.48,0.72,0.95,0.98
237,2.12,6,5243.71,1364.45,6866.19,31.65,31.65,572.8,288,573.3,1.27,1,6.94,1.02,13.86,0.22,0.95,0.98
238,3.13,9,10019.97,1436.42,7241.77,67.38,67.38,633.9,288,594.13,1.46,1,7.95,1.02,14.16,0.3,0.95,0.98
239,4.15,12,14913.26,1619.51,7797.87,116.48,116.48,665.83,288,615.46,1.71,1,9.26,1.02,19.17,0.38,0.95,0.98
240,5.16,15,22051.03,1926.4,8370.46,178.43,178.43,730.61,288,645.05,2.08,1,11.19,1.03,26.72,0.53,0.95,0.98
241,6.15,18,30137.18,2303.27,8817.66,251.23,251.23,794.97,288,673.72,2.52,1,13.41,1.03,35.98,0.71,0.95,0.98
242,7.18,21,39923.97,2691.02,9092.37,338.84,338.84,868.46,288,705.74,3.01,1,15.89,1.04,47.99,0.95,0.95,0.98
243,8.22,24,54247.21,3108.68,9409.06,471.78,471.78,973.37,288,743.27,3.68,1,19.05,1.04,66.37,1.32,0.95,0.98
244,6.21,18,41391.08,2668.35,8592.71,363.73,363.73,843.45,288,693.72,3.06,1,15.81,1.04,52.04,1.05,0.95,0.98
245,4.18,12,26696.69,2094.91,7761.13,226.54,226.54,738.09,288,640.21,2.31,1,12.02,1.03,36.3,0.73,0.95,0.98
246,2.12,6,5235.7,1370.36,6872.71,31.64,31.64,568.12,288,573.04,1.27,1,6.93,1.02,10.35,0.21,0.95,0.98
247,3.13,9,10005.69,1433.82,7242.53,66.9,66.9,633.38,288,593.86,1.46,1,7.94,1.02,15.42,0.3,0.95,0.98
248,4.15,12,14913.3,1619.51,7799.7,116.48,116.48,664.91,288,615.29,1.71,1,9.25,1.02,19.12,0.38,0.95,0.98
249,5.16,15,22051.17,1926.39,8371.78,178.43,178.43,729.6,288,644.86,2.08,1,11.18,1.03,26.67,0.53,0.95,0.98
250,6.15,18,30137.16,2303.27,8818.48,251.24,251.24,793.91,288,673.53,2.51,1,13.4,1.03,35.91,0.71,0.95,0.98
251,7.18,21,39924.1,2691.02,9093.01,338.81,338.81,867.39,288,705.55,3.01,1,15.87,1.04,47.91,0.95,0.95,0.98
252,8.22,24,54247.6,3108.69,9409.62,471.64,471.64,972.37,288,743.1,3.68,1,19.02,1.04,66.31,1.32,0.95,0.98
253,6.21,18,41472.9,2671.91,8596.4,363.78,363.78,844.83,288,694.09,3.06,1,15.81,1.04,51.06,1.05,0.95,0.98
254,4.18,12,26753.83,2097.37,7764.88,226.43,226.43,739.18,288,640.48,2.31,1,12.02,1.03,35.93,0.73,0.95,0.98
255,2.12,6,5292.5,1372.83,6877.06,31.64,31.64,569.23,288,573.31,1.28,1,6.94,1.02,9.97,0.21,0.95,0.98
256,3.13,9,9981.22,1432.73,7244.25,66.71,66.71,632.16,288,593.6,1.46,1,7.93,1.02,15.97,0.3,0.95,0.98
257,4.15,12,14913.45,1619.51,7801.54,116.48,116.48,664,288,615.13,1.71,1,9.24,1.02,19.08,0.38,0.95,0.98
258,5.16,15,22051.35,1926.39,8373.09,178.45,178.45,728.59,288,644.67,2.08,1,11.17,1.03,26.61,0.53,0.95,0.98
259,6.15,18,30137.19,2303.26,8819.29,251.23,251.23,792.85,288,673.33,2.51,1,13.38,1.03,35.83,0.71,0.95,0.98
260,7.18,21,39924.16,2691.02,9093.65,338.82,338.82,866.31,288,705.36,3.01,1,15.86,1.04,47.83,0.95,0.95,0.98
261,8.22,24,54247.7,3108.7,9410.17,471.68,471.68,971.37,288,742.94,3.68,1,19,1.04,66.25,1.32,0.95,0.98
262,6.21,18,41708.41,2680.09,8603.31,364.31,364.31,851.01,288,695.36,3.07,1,15.85,1.04,51.02,1.06,0.95,0.98
263,4.18,12,26980.01,2105.41,7772.43,226.92,226.92,745.18,288,641.71,2.32,1,12.06,1.03,35.9,0.74,0.95,0.98
264,2.12,6,5518.61,1380.86,6885.21,32.1,32.1,575.26,288,574.54,1.29,1,6.99,1.02,9.93,0.22,0.95,0.98
265,3.13,9,9972.06,1432.6,7246.54,66.68,66.68,631.06,288,593.41,1.46,1,7.92,1.02,15.92,0.3,0.95,0.98
266,4.15,12,14913.55,1619.51,7803.37,116.49,116.49,663.1,288,614.96,1.71,1,9.23,1.02,19.04,0.38,0.95,0.98
267,5.16,15,22051.55,1926.39,8374.41,178.47,178.47,727.58,288,644.48,2.08,1,11.15,1.03,26.55,0.53,0.95,0.98
268,6.15,18,30137.24,2303.26,8820.11,251.23,251.23,791.79,288,673.14,2.51,1,13.37,1.03,35.76,0.71,0.95,0.98
269,7.18,21,39924.22,2691.03,9094.28,338.8,338.8,865.24,288,705.18,3.01,1,15.84,1.04,47.74,0.95,0.95,0.98
270,8.22,24,54248.04,3108.7,9410.73,471.71,471.71,970.38,288,742.78,3.68,1,18.98,1.04,66.19,1.32,0.95,0.98
271,6.21,18,41769.64,2681.64,8605.63,364.47,364.47,852.02,288,695.58,3.07,1,15.84,1.04,50.99,1.06,0.95,0.98
272,4.18,12,27038.54,2106.83,7775.38,227.06,227.06,746.21,288,641.93,2.32,1,12.06,1.03,35.98,0.74,0.95,0.98
273,2.12,6,5576.75,1382.28,6888.76,32.17,32.17,576.32,288,574.75,1.29,1,7,1.02,10,0.22,0.95,0.98
274,3.13,9,9969.51,1432.46,7248.83,66.66,66.66,630.17,288,593.24,1.46,1,7.91,1.02,15.98,0.3,0.95,0.98
275,4.15,12,14913.71,1619.51,7805.22,116.48,116.48,662.19,288,614.8,1.71,1,9.22,1.02,18.99,0.38,0.95,0.98
276,5.16,15,22051.77,1926.38,8375.74,178.44,178.44,726.58,288,644.29,2.08,1,11.14,1.03,26.49,0.52,0.95,0.98
277,6.15,18,30137.29,2303.26,8820.93,251.21,251.21,790.74,288,672.94,2.51,1,13.36,1.03,35.69,0.71,0.95,0.98
278,7.18,21,39924.26,2691.03,9094.92,338.82,338.82,864.18,288,704.99,3.01,1,15.82,1.04,47.66,0.94,0.95,0.98
279,8.22,24,54248.37,3108.71,9411.28,471.65,471.65,969.39,288,742.62,3.68,1,18.96,1.04,66.13,1.32,0.95,0.98
280,6.21,18,41934.72,2685.06,8609.29,364.61,364.61,856.22,288,696.34,3.08,1,15.86,1.04,50.96,1.06,0.95,0.98
281,4.18,12,27163.39,2109.32,7779.19,227,227,749.65,288,642.54,2.33,1,12.08,1.03,36.43,0.75,0.95,0.98
282,2.12,6,5701.25,1384.77,6893.17,32.21,32.21,579.78,288,575.36,1.29,1,7.02,1.02,10.44,0.22,0.95,0.98
283,3.13,9,9929.4,1431.54,7250.65,66.49,66.49,628.49,288,592.94,1.45,1,7.9,1.02,16.4,0.3,0.95,0.98
284,4.15,12,14913.8,1619.52,7807.05,116.49,116.49,661.29,288,614.63,1.71,1,9.21,1.02,18.95,0.38,0.95,0.98
285,5.16,15,22051.94,1926.38,8377.06,178.45,178.45,725.58,288,644.1,2.08,1,11.13,1.03,26.44,0.52,0.95,0.98
286,6.15,18,30137.31,2303.25,8821.75,251.26,251.26,789.69,288,672.75,2.51,1,13.34,1.03,35.62,0.71,0.95,0.98
287,7.18,21,39924.27,2691.02,9095.55,338.82,338.82,863.11,288,704.8,3.01,1,15.8,1.04,47.57,0.94,0.95,0.98
288,8.22,24,54248.59,3108.71,9411.83,471.66,471.66,968.4,288,742.46,3.68,1,18.94,1.04,66.07,1.32,0.95,0.98
289,6.21,18,42094.42,2687.14,8612.01,364.71,364.71,860.27,288,697.05,3.09,1,15.88,1.04,50.93,1.06,0.95,0.98
290,4.18,12,27328.67,2111.52,7782.73,227.17,227.17,753.87,288,643.26,2.33,1,12.1,1.03,36.32,0.75,0.95,0.98
291,2.12,6,5866.24,1386.98,6897.31,32.36,32.36,584.02,288,576.08,1.3,1,7.05,1.02,10.32,0.23,0.95,0.98
292,3.13,9,9935.06,1431.67,7253.11,66.51,66.51,627.73,288,592.8,1.45,1,7.89,1.02,16.26,0.3,0.95,0.98
293,4.15,12,14913.96,1619.52,7808.89,116.48,116.48,660.39,288,614.46,1.71,1,9.2,1.02,18.9,0.37,0.95,0.98
294,5.16,15,22052.17,1926.38,8378.38,178.45,178.45,724.58,288,643.91,2.08,1,11.12,1.03,26.38,0.52,0.95,0.98
295,6.15,18,30137.39,2303.25,8822.56,251.23,251.23,788.65,288,672.56,2.51,1,13.33,1.03,35.55,0.7,0.95,0.98
296,7.18,21,39924.27,2691.02,9096.18,338.8,338.8,862.05,288,704.61,3.01,1,15.79,1.04,47.49,0.94,0.95,0.98
297,8.22,24,54248.82,3108.71,9412.37,471.71,471.71,967.41,288,742.3,3.67,1,18.91,1.04,66.01,1.31,0.95,0.98
298,6.21,18,42374.42,2689.04,8614.71,364.9,364.9,867.99,288,698.31,3.1,1,15.92,1.04,50.89,1.07,0.95,0.98
299,4.18,12,27579.89,2112.83,7785.81,227.25,227.25,761.04,288,644.42,2.34,1,12.14,1.03,36.59,0.76,0.95,0.98
300,2.12,6,6117.15,1388.28,6901,32.37,32.37,591.21,288,577.24,1.31,1,7.1,1.02,10.58,0.24,0.95,0.98
301,3.13,9,9906.35,1431.09,7255.15,66.4,66.4,626.27,288,592.53,1.45,1,7.87,1.02,16.51,0.3,0.95,0.98
302,4.15,12,14914.06,1619.52,7810.73,116.49,116.49,659.49,288,614.3,1.71,1,9.2,1.02,18.86,0.37,0.95,0.98
303,5.16,15,22052.33,1926.37,8379.7,178.47,178.47,723.58,288,643.72,2.08,1,11.11,1.03,26.32,0.52,0.95,0.98
304,6.15,18,30137.41,2303.25,8823.38,251.23,251.23,787.61,288,672.36,2.51,1,13.31,1.03,35.48,0.7,0.95,0.98
305,7.18,21,39924.21,2691.02,9096.82,338.84,338.84,860.99,288,704.43,3.01,1,15.77,1.04,47.41,0.94,0.95,0.98
306,8.22,24,54248.53,3108.72,9412.91,471.75,471.75,966.42,288,742.15,3.67,1,18.89,1.04,65.95,1.31,0.95,0.98
307,6.21,18,42767.15,2687.91,8615.45,364.9,364.9,878.98,288,699.82,3.11,1,15.98,1.04,50.86,1.09,0.95,0.98
308,4.18,12,27909.71,2110.74,7786.67,227.03,227.03,770.69,288,645.69,2.35,1,12.19,1.03,37.02,0.77,0.95,0.98
309,2.12,6,6447.18,1386.18,6902.47,32.13,32.13,600.89,288,578.5,1.32,1,7.15,1.02,11,0.25,0.95,0.98
310,3.13,9,9843.5,1430.12,7256.93,66.22,66.22,624.01,288,592.14,1.45,1,7.86,1.02,16.91,0.29,0.95,0.98
311,4.15,12,14914.2,1619.52,7812.58,116.48,116.48,658.59,288,614.14,1.71,1,9.19,1.02,18.81,0.37,0.95,0.98
312,5.16,15,22052.55,1926.37,8381.03,178.47,178.47,722.59,288,643.53,2.08,1,11.1,1.03,26.27,0.52,0.95,0.98
313,6.15,18,30137.47,2303.25,8824.2,251.24,251.24,786.57,288,672.17,2.51,1,13.3,1.03,35.41,0.7,0.95,0.98
314,7.18,21,39924.19,2691.01,9097.45,338.82,338.82,859.93,288,704.24,3.01,1,15.75,1.04,47.32,0.94,0.95,0.98
315,8.22,24,54248.98,3108.71,9413.46,471.65,471.65,965.44,288,741.99,3.67,1,18.87,1.04,65.9,1.31,0.95,0.98
316,6.21,18,42881.48,2687.13,8616.22,364.73,364.73,881.34,288,700.17,3.11,1,15.98,1.04,50.83,1.09,0.95,0.98
317,4.18,12,27998.53,2109.54,7787.91,226.82,226.82,772.54,288,645.94,2.36,1,12.19,1.03,37.14,0.77,0.95,0.98
318,2.12,6,6535.42,1384.99,6904.31,32.01,32.01,602.76,288,578.75,1.32,1,7.16,1.02,11.11,0.25,0.95,0.98
319,3.13,9,9818.04,1429.7,7259.05,66.15,66.15,622.59,288,591.88,1.45,1,7.84,1.02,17.01,0.29,0.95,0.98
320,4.15,12,14914.26,1619.52,7814.42,116.49,116.49,657.7,288,613.97,1.71,1,9.18,1.02,18.77,0.37,0.95,0.98
321,5.16,15,22052.63,1926.37,8382.35,178.47,178.47,721.59,288,643.34,2.08,1,11.09,1.03,26.21,0.52,0.95,0.98
322,6.15,18,30137.32,2303.24,8825.01,251.22,251.22,785.53,288,671.98,2.51,1,13.29,1.03,35.34,0.7,0.95,0.98
323,7.18,21,39924,2691.01,9098.08,338.82,338.82,858.88,288,704.06,3.01,1,15.73,1.04,47.24,0.94,0.95,0.98
324,8.22,24,54248.98,3108.71,9414,471.74,471.74,964.46,288,741.83,3.67,1,18.85,1.04,65.84,1.31,0.95,0.98
325,6.21,18,43105.93,2684.96,8616.19,364.72,364.72,886.89,288,700.89,3.12,1,16,1.04,50.8,1.09,0.95,0.98
326,4.18,12,28183.63,2106.82,7788.28,226.68,226.68,777.24,288,646.51,2.36,1,12.21,1.03,37.35,0.78,0.95,0.98
327,2.12,6,6720.29,1382.27,6905.29,31.78,31.78,607.48,288,579.32,1.33,1,7.19,1.02,11.31,0.26,0.95,0.98
328,3.13,9,9778.68,1429.14,7261.11,66.05,66.05,620.83,288,591.57,1.45,1,7.83,1.02,17.19,0.29,0.95,0.98
329,4.15,12,14914.36,1619.52,7816.26,116.49,116.49,656.8,288,613.81,1.71,1,9.17,1.02,18.73,0.37,0.95,0.98
330,5.16,15,22052.82,1926.37,8383.68,178.46,178.46,720.61,288,643.15,2.08,1,11.07,1.03,26.15,0.52,0.95,0.98
331,6.15,18,30137.34,2303.24,8825.83,251.24,251.24,784.49,288,671.79,2.51,1,13.27,1.03,35.27,0.7,0.95,0.98
332,7.18,21,39923.93,2691,9098.71,338.81,338.81,857.82,288,703.87,3.01,1,15.72,1.04,47.16,0.93,0.95,0.98
333,8.22,24,54248.99,3108.71,9414.54,471.74,471.74,963.48,288,741.68,3.67,1,18.83,1.04,65.78,1.31,0.95,0.98
334,6.21,18,43540.01,2678.6,8613.62,364.31,364.31,898.63,288,702.18,3.13,1,16.05,1.04,50.77,1.11,0.95,0.99
335,4.18,12,28557.24,2099.83,7786.05,226.18,226.18,787.6,288,647.57,2.37,1,12.25,1.03,37.58,0.79,0.95,0.99
336,2.12,6,7093.77,1375.27,6903.68,31.29,31.29,617.87,288,580.37,1.34,1,7.24,1.02,11.52,0.27,0.95,0.99
337,3.13,9,9718.26,1428.51,7263.12,65.94,65.94,618.55,288,591.18,1.45,1,7.81,1.02,17.4,0.29,0.95,0.99
338,4.15,12,14914.54,1619.52,7818.11,116.49,116.49,655.91,288,613.64,1.71,1,9.16,1.02,18.68,0.37,0.95,0.99
339,5.16,15,22053.08,1926.36,8385,178.46,178.46,719.62,288,642.97,2.08,1,11.06,1.03,26.09,0.52,0.95,0.99
340,6.15,18,30137.42,2303.23,8826.66,251.21,251.21,783.45,288,671.6,2.51,1,13.26,1.03,35.2,0.7,0.95,0.99
341,7.18,21,39923.87,2691,9099.35,338.82,338.82,856.77,288,703.69,3.01,1,15.7,1.04,47.07,0.93,0.95,0.99
342,8.22,24,54249.27,3108.71,9415.08,471.65,471.65,962.5,288,741.52,3.67,1,18.8,1.04,65.72,1.3,0.95,0.99
343,6.21,18,43740.1,2670.33,8609.74,363.77,363.77,905.46,288,702.51,3.13,1,16.05,1.04,54.6,1.12,0.95,0.99
344,4.18,12,28733.65,2091.35,7782.76,225.56,225.56,793.92,288,647.81,2.37,1,12.26,1.03,41.49,0.8,0.95,0.99
345,2.12,6,7269.74,1366.79,6901,30.76,30.76,624.21,288,580.61,1.34,1,7.25,1.02,15.42,0.28,0.95,0.99
346,3.13,9,9694.6,1428.3,7265.36,65.9,65.9,617.13,288,590.94,1.45,1,7.8,1.02,17.42,0.29,0.95,0.99
347,4.15,12,14914.59,1619.52,7819.95,116.49,116.49,655.02,288,613.48,1.71,1,9.15,1.02,18.64,0.37,0.95,0.99
348,5.16,15,22053.2,1926.36,8386.33,178.48,178.48,718.64,288,642.78,2.08,1,11.05,1.03,26.04,0.52,0.95,0.99
349,6.15,18,30137.39,2303.23,8827.47,251.25,251.25,782.42,288,671.41,2.51,1,13.24,1.03,35.14,0.7,0.95,0.99
350,7.18,21,39923.82,2690.99,9099.98,338.83,338.83,855.73,288,703.51,3.01,1,15.68,1.04,46.99,0.93,0.95,0.99
351,8.22,24,54249.4,3108.71,9415.62,471.74,471.74,961.53,288,741.37,3.67,1,18.78,1.04,65.66,1.3,0.95,0.99
352,6.21,18,43626.05,2663.11,8606.33,363.42,363.42,903.36,288,701.83,3.12,1,16.01,1.04,58.11,1.12,0.95,0.99
353,4.18,12,28508.51,2083.2,7779.52,225.08,225.08,789.15,288,646.69,2.36,1,12.2,1.03,45.27,0.8,0.95,0.99
354,2.12,6,7044.35,1358.65,6898.37,30.19,30.19,619.46,288,579.49,1.33,1,7.19,1.02,19.19,0.28,0.95,0.99
355,3.13,9,9583.55,1427.38,7267.19,65.73,65.73,613.56,288,590.34,1.44,1,7.77,1.02,17.64,0.28,0.95,0.99
356,4.15,12,14914.78,1619.52,7821.8,116.5,116.5,654.14,288,613.32,1.71,1,9.14,1.02,18.59,0.37,0.95,0.99
357,5.16,15,22053.45,1926.36,8387.66,178.49,178.49,717.66,288,642.59,2.08,1,11.04,1.03,25.98,0.51,0.95,0.99
358,6.15,18,30137.5,2303.23,8828.29,251.26,251.26,781.39,288,671.22,2.51,1,13.23,1.03,35.07,0.69,0.95,0.99
359,7.18,21,39923.77,2690.99,9100.61,338.86,338.86,854.68,288,703.33,3.01,1,15.67,1.04,46.91,0.93,0.95,0.99
360,8.22,24,54249.39,3108.71,9416.15,471.71,471.71,960.56,288,741.21,3.67,1,18.76,1.04,65.6,1.3,0.95,0.99
361,6.21,18,43365.4,2658.11,8604.21,363.11,363.11,896.75,288,700.66,3.11,1,15.94,1.04,60.1,1.11,0.95,0.99
362,4.18,12,28252.94,2078.29,7778.19,224.77,224.77,782.73,288,645.56,2.35,1,12.14,1.03,47.28,0.79,0.95,0.99
363,2.12,6,6788.69,1353.74,6897.66,29.93,29.93,613.07,288,578.34,1.32,1,7.14,1.02,21.19,0.27,0.95,0.99
364,3.13,9,9588.67,1427.47,7269.64,65.75,65.75,612.85,288,590.22,1.44,1,7.76,1.02,17.6,0.28,0.95,0.99
365,4.15,12,14914.92,1619.52,7823.65,116.51,116.51,653.26,288,613.15,1.71,1,9.13,1.02,18.55,0.37,0.95,0.99
366,5.16,15,22053.64,1926.36,8388.98,178.47,178.47,716.68,288,642.41,2.08,1,11.03,1.03,25.93,0.51,0.95,0.99
367,6.15,18,30137.54,2303.23,8829.11,251.25,251.25,780.36,288,671.03,2.51,1,13.22,1.03,35,0.69,0.95,0.99
368,7.18,21,39923.72,2690.99,9101.24,338.82,338.82,853.64,288,703.14,3.01,1,15.65,1.04,46.83,0.93,0.95,0.99
369,8.22,24,54249.53,3108.71,9416.69,471.78,471.78,959.59,288,741.06,3.67,1,18.74,1.04,65.54,1.3,0.95,0.99
370,6.21,18,42868.3,2653.57,8602.15,362.92,362.92,883.81,288,698.63,3.1,1,15.84,1.04,61.6,1.1,0.95,0.99
371,4.18,12,27680.9,2073.34,7776.61,224.52,224.52,767.98,288,643.26,2.34,1,12.03,1.03,48.97,0.77,0.95,0.99
372,2.12,6,6216.4,1348.79,6896.7,29.61,29.61,598.33,288,576.04,1.3,1,7.04,1.02,22.87,0.26,0.95,0.99
373,3.13,9,9513.72,1427.06,7271.78,65.68,65.68,610.14,288,589.8,1.44,1,7.74,1.02,17.73,0.28,0.95,0.99
374,4.15,12,14914.88,1619.53,7825.49,116.5,116.5,652.37,288,612.99,1.71,1,9.12,1.02,18.51,0.37,0.95,0.99
375,5.16,15,22053.67,1926.36,8390.31,178.46,178.46,715.7,288,642.22,2.08,1,11.02,1.03,25.87,0.51,0.95,0.99
376,6.15,18,30137.46,2303.22,8829.93,251.24,251.24,779.34,288,670.84,2.51,1,13.2,1.03,34.93,0.69,0.95,0.99
377,7.18,21,39923.64,2690.98,9101.88,338.82,338.82,852.6,288,702.96,3.01,1,15.63,1.04,46.74,0.93,0.95,0.99
378,8.22,24,54249.65,3108.71,9417.22,471.68,471.68,958.62,288,740.91,3.67,1,18.72,1.04,65.48,1.3,0.95,0.99
379,6.21,18,42501.2,2652.09,8602.06,362.75,362.75,873.16,288,697.03,3.09,1,15.76,1.04,61.79,1.08,0.95,0.99
380,4.18,12,27250.92,2071.56,7777.06,224.3,224.3,755.72,288,641.38,2.32,1,11.94,1.03,49.11,0.76,0.95,0.99
381,2.12,6,5786.15,1347.01,6897.77,29.46,29.46,586.1,288,574.16,1.29,1,6.95,1.02,23,0.24,0.95,0.99
382,3.13,9,9450.84,1426.76,7273.98,65.62,65.62,607.64,288,589.36,1.44,1,7.72,1.02,17.62,0.28,0.95,0.99
383,4.15,12,14915.1,1619.53,7827.34,116.51,116.51,651.49,288,612.83,1.71,1,9.11,1.02,18.46,0.37,0.95,0.99
384,5.16,15,22053.92,1926.35,8391.63,178.5,178.5,714.73,288,642.04,2.07,1,11.01,1.03,25.81,0.51,0.95,0.99
385,6.15,18,30137.62,2303.22,8830.75,251.26,251.26,778.32,288,670.65,2.51,1,13.19,1.03,34.86,0.69,0.95,0.99
386,7.18,21,39923.59,2690.98,9102.51,338.86,338.86,851.57,288,702.78,3,1,15.61,1.04,46.66,0.92,0.95,0.99
387,8.22,24,54249.43,3108.71,9417.75,471.76,471.76,957.66,288,740.75,3.67,1,18.7,1.04,65.4,1.29,0.95,0.99
388,6.21,18,41598.11,2654.8,8603.86,362.97,362.97,843.52,288,692.53,3.05,1,15.57,1.04,58.88,1.05,0.95,0.99
389,4.18,12,26367.14,2074.35,7779.64,224.5,224.5,726.66,288,636.98,2.29,1,11.75,1.03,46.27,0.72,0.95,0.99
390,2.12,6,4902.51,1349.79,6900.97,29.62,29.62,557.06,288,569.75,1.26,1,6.78,1.02,20.17,0.21,0.95,0.99
391,3.13,9,9470.2,1426.83,7276.43,65.63,65.63,607.33,288,589.3,1.44,1,7.72,1.02,17.63,0.28,0.95,0.99
392,4.15,12,14915.26,1619.53,7829.19,116.49,116.49,650.62,288,612.67,1.71,1,9.1,1.02,18.42,0.36,0.95,0.99
393,5.16,15,22054.14,1926.35,8392.97,178.49,178.49,713.76,288,641.85,2.07,1,11,1.03,25.76,0.51,0.95,0.99
